year,genres,count
1997,Retellings,6
1997,Role Playing Games,1
1997,Roman,11
1997,Romance,102
1997,Romania,1
1997,Romanian Literature,1
1997,Romantic,1
1997,Romantic Suspense,6
1997,Romanticism,1
1997,Russia,5
1997,Russian Literature,2
1997,Scandinavian Literature,5
1997,School,22
1997,Sci Fi Fantasy,1
1997,Science,22
1997,Science Fiction,61
1997,Science Fiction Fantasy,53
1997,Science Fiction Romance,2
1997,Science Nature,2
1997,Scotland,4
1997,Seinen,1
1997,Self Help,31
1997,Sequential Art,1
1997,Sexuality,5
1997,Shapeshifters,1
1997,Shojo,3
1997,Shonen,5
1997,Short Stories,28
1997,Short Story Collection,2
1997,Shounen Ai,1
1997,Skepticism,1
1997,Social Issues,1
1997,Social Science,2
1997,Society,1
1997,Sociology,11
1997,Southern,6
1997,Space,12
1997,Space Opera,10
1997,Spain,1
1997,Spanish Literature,3
1997,Speculative Fiction,10
1997,Spirituality,30
1997,Splatterpunk,1
1997,Sports,9
1997,Spy Thriller,1
1997,Star Wars,6
1997,Steampunk,3
1997,Storytime,1
1997,Superheroes,2
1997,Supernatural,15
1997,Survival,7
1997,Suspense,41
1997,Sweden,4
1997,Swedish Literature,3
1997,Sword and Sorcery,1
1997,Technology,1
1997,Teen,23
1997,The United States Of America,9
1997,The World,2
1997,Theatre,7
1997,Theology,10
1997,Theory,1
1997,Thriller,59
1997,Time Travel,9
1997,Travel,11
1997,True Crime,4
1997,True Story,2
1997,Tudor Period,1
1997,Ukraine,1
1997,Unfinished,11
1997,Unicorns,1
1997,Urban,2
1997,Urban Fantasy,10
1997,Urban Studies,1
1997,Urbanism,1
1997,Vampires,7
1997,Vegan,1
1997,Vegetarian,1
1997,Vegetarianism,1
1997,Victorian,1
1997,Video Games,1
1997,Visual Art,1
1997,War,19
1997,Werewolves,2
1997,Western Historical Romance,1
1997,Western Romance,4
1997,Westerns,10
1997,Wicca,1
1997,Witchcraft,1
1997,Witches,2
1997,Wolves,1
1997,Womens,11
1997,Womens Fiction,4
1997,Womens Studies,2
1997,World History,2
1997,World War II,8
1997,Writing,3
1997,Yaoi,2
1997,Young Adult,88
1997,Young Adult Contemporary,1
1997,Young Adult Fantasy,9
1997,Young Adult Historical Fiction,1
1997,Young Adult Romance,1
1997,Zen,1
1998,12th Century,1
1998,14th Century,1
1998,17th Century,1
1998,18th Century,8
1998,19th Century,17
1998,20th Century,20
1998,2nd Grade,1
1998,Abuse,3
1998,Academia,1
1998,Action,13
1998,Adult,92
1998,Adult Fiction,44
1998,Adventure,85
1998,Africa,17
1998,African American,11
1998,African American Literature,3
1998,African Literature,2
1998,Aliens,7
1998,Alternate History,6
1998,Alternative Medicine,2
1998,Amazon,1
1998,American,34
1998,American Civil War,1
1998,American Classics,1
1998,American Fiction,1
1998,American History,12
1998,Americana,2
1998,Ancient,4
1998,Ancient History,5
1998,Angels,3
1998,Animals,16
1998,Anime,3
1998,Anthologies,12
1998,Anthropology,3
1998,Apocalyptic,2
1998,Archaeology,2
1998,Art,9
1998,Art History,1
1998,Arthurian,3
1998,Artificial Intelligence,1
1998,Asia,7
1998,Asian Literature,3
1998,Astrology,2
1998,Atheism,1
1998,Audiobook,52
1998,Australia,7
1998,Autobiography,19
1998,Aviation,1
1998,BDSM,1
1998,Bande Dessinée,1
1998,Banking,1
1998,Banks,1
1998,Baseball,1
1998,Belgian,1
1998,Belgium,1
1998,Biography,49
1998,Biography Memoir,26
1998,Biology,4
1998,Book Club,7
1998,Books About Books,2
1998,Botswana,1
1998,Brain,3
1998,British Literature,37
1998,Buddhism,3
1998,Buisness,5
1998,Bulgarian Literature,1
1998,Business,14
1998,Canada,9
1998,Canadian Literature,1
1998,Catholic,1
1998,Cats,1
1998,Chapter Books,4
1998,Chick Lit,24
1998,Childrens,62
1998,China,1
1998,Christian,12
1998,Christian Fantasy,1
1998,Christian Fiction,9
1998,Christian Living,3
1998,Christian Non Fiction,3
1998,Christian Romance,3
1998,Christianity,11
1998,Christmas,2
1998,Church,2
1998,Cinderella,1
1998,Cities,1
1998,Civil War,3
1998,Classic Literature,1
1998,Classics,51
1998,Clean Romance,2
1998,Collections,9
1998,College,1
1998,Comedy,10
1998,Comic Book,4
1998,Comic Fantasy,2
1998,Comics,16
1998,Comics Manga,7
1998,Coming Of Age,16
1998,Comix,3
1998,Computer Science,1
1998,Computers,1
1998,Conspiracy Theories,1
1998,Contemporary,98
1998,Contemporary Romance,14
1998,Cookbooks,2
1998,Cooking,2
1998,Counselling,2
1998,Cozy Mystery,3
1998,Crafts,1
1998,Crime,65
1998,Criticism,1
1998,Culinary,1
1998,Cult Classics,1
1998,Cults,1
1998,Cultural,10
1998,Cyberpunk,6
1998,Danish,1
1998,Dark,5
1998,Dark Fantasy,4
1998,Dc Comics,1
1998,Death,1
1998,Demons,1
1998,Denmark,1
1998,Detective,29
1998,Diary,4
1998,Disability,2
1998,Dragonlance,1
1998,Dragons,10
1998,Drama,28
1998,Dungeons and Dragons,3
1998,Dystopia,12
1998,Eastern Philosophy,1
1998,Ecology,1
1998,Economics,6
1998,Education,4
1998,Egypt,4
1998,Electrical Engineering,1
1998,Elves,1
1998,Emotion,1
1998,Engineering,1
1998,English Literature,2
1998,Entrepreneurship,6
1998,Environment,2
1998,Epic,12
1998,Epic Fantasy,27
1998,Erotic Romance,1
1998,Erotica,5
1998,Espionage,4
1998,Essays,10
1998,European History,3
1998,European Literature,1
1998,Evolution,3
1998,Fairy Tales,4
1998,Faith,7
1998,Family,15
1998,Fantasy,147
1998,Fantasy Romance,3
1998,Female Authors,1
1998,Feminism,6
1998,Fiction,386
1998,Film,4
1998,Finance,5
1998,Fitness,1
1998,Folklore,1
1998,Food,6
1998,Food Writing,1
1998,Food and Drink,1
1998,Foodie,2
1998,Football,1
1998,Forgotten Realms,2
1998,France,14
1998,French Literature,8
1998,French Revolution,1
1998,Futurism,1
1998,Futuristic,1
1998,Gardening,2
1998,Gay,2
1998,Gay Fiction,1
1998,Gender,5
1998,Gender Studies,2
1998,Geography,1
1998,Geology,1
1998,German Literature,8
1998,Germany,3
1998,Ghost Stories,1
1998,Ghosts,6
1998,Goddess,1
1998,Gothic,8
1998,Graphic Novels,19
1998,Graphic Novels Comics,4
1998,Graphic Novels Manga,1
1998,Greece,1
1998,Harlequin,1
1998,Health,8
1998,Heroic Fantasy,1
1998,High Fantasy,34
1998,High School,2
1998,Historical,105
1998,Historical Fantasy,3
1998,Historical Fiction,123
1998,Historical Mystery,7
1998,Historical Romance,19
1998,History,56
1998,Holiday,2
1998,Holocaust,1
1998,Horror,35
1998,Horses,3
1998,How To,4
1998,Humor,44
1998,Illness,1
1998,India,6
1998,Indian Literature,3
1998,Indonesian Literature,1
1998,Inspirational,14
1998,Iran,2
1998,Ireland,6
1998,Irish Literature,6
1998,Islam,4
1998,Israel,2
1998,Italian Literature,1
1998,Italy,5
1998,Ivory Coast,1
1998,Japan,3
1998,Japanese Literature,4
1998,Jewish,7
1998,Journalism,6
1998,Judaica,2
1998,Judaism,5
1998,Juvenile,17
1998,Kenya,1
1998,Kids,4
1998,Komik,1
1998,LGBT,13
1998,Language,1
1998,Latin American,4
1998,Latin American Literature,2
1998,Law,2
1998,Lds,2
1998,Lds Fiction,2
1998,Leadership,8
1998,Lebanon,1
1998,Legal Thriller,3
1998,Lesbian,1
1998,Linguistics,1
1998,Literary Criticism,2
1998,Literary Fiction,42
1998,Literature,85
1998,Love,3
1998,M F Romance,3
1998,M M F,1
1998,M M Romance,2
1998,Magic,38
1998,Magical Realism,13
1998,Management,8
1998,Manga,11
1998,Maritime,2
1998,Marriage,2
1998,Martial Arts,2
1998,Mathematics,2
1998,Media Tie In,7
1998,Medical,8
1998,Medicine,4
1998,Medieval,4
1998,Medieval Romance,1
1998,Memoir,32
1998,Menage,1
1998,Mental Health,5
1998,Mental Illness,6
1998,Mermaids,1
1998,Middle Grade,37
1998,Military Fiction,15
1998,Military History,3
1998,Military Science Fiction,1
1998,Modern,5
1998,Money,2
1998,Murder Mystery,10
1998,Music,8
1998,Musicians,1
1998,Mystery,104
1998,Mystery Thriller,47
1998,Mysticism,4
1998,Mythology,10
1998,Native Americans,2
1998,Natural History,3
1998,Nature,10
1998,Naval Historical Fiction,1
1998,Neuroscience,2
1998,New Age,4
1998,New Weird,1
1998,New York,3
1998,Nobel Prize,2
1998,Noir,6
1998,Nonfiction,132
1998,Nordic Noir,1
1998,Novella,3
1998,Novels,125
1998,Nutrition,1
1998,Occult,2
1998,Outdoors,1
1998,Own,1
1998,Paranormal,26
1998,Paranormal Romance,6
1998,Parenting,2
1998,Personal Development,15
1998,Personal Finance,2
1998,Philosophy,36
1998,Physics,3
1998,Picture Books,7
1998,Pirates,2
1998,Plays,3
1998,Poetry,22
1998,Poland,3
1998,Police,2
1998,Polish Literature,4
1998,Political Science,2
1998,Politics,26
1998,Pop Culture,2
1998,Popular Science,4
1998,Post Apocalyptic,3
1998,Prehistoric,1
1998,Prehistory,1
1998,Productivity,5
1998,Psychiatry,1
1998,Psychological Thriller,1
1998,Psychology,37
1998,Queer,10
1998,Queer Studies,1
1998,Race,6
1998,Read For College,1
1998,Read For School,10
1998,Realistic Fiction,26
1998,Reference,13
1998,Regency,9
1998,Regency Romance,5
1998,Relationships,6
1998,Religion,40
1998,Republic Of The Congo,1
1998,Research,3
1998,Retellings,3
1998,Rock N Roll,2
1998,Roman,15
1998,Romance,93
1998,Romantic Suspense,8
1998,Romanticism,3
1998,Russia,12
1998,Russian History,1
1998,Russian Literature,6
1998,Rwanda,1
1998,Scandinavian Literature,7
1998,School,29
1998,Sci Fi Fantasy,2
1998,Science,21
1998,Science Fiction,64
1998,Science Fiction Fantasy,68
1998,Science Fiction Romance,2
1998,Scotland,4
1998,Seinen,1
1998,Self Help,30
1998,Sexuality,5
1998,Shapeshifters,3
1998,Shojo,3
1998,Shonen,5
1998,Short Stories,28
1998,Short Story Collection,1
1998,Skepticism,1
1998,Social Issues,1
1998,Social Justice,4
1998,Society,4
1998,Sociology,10
1998,Somalia,1
1998,South Africa,1
1998,Southern,6
1998,Southern Gothic,1
1998,Space,6
1998,Space Opera,6
1998,Spain,2
1998,Spanish Literature,8
1998,Speculative Fiction,14
1998,Spirituality,33
1998,Sports,5
1998,Star Wars,2
1998,Steampunk,3
1998,Storytime,2
1998,Supernatural,18
1998,Survival,6
1998,Suspense,46
1998,Swashbuckling,1
1998,Sweden,3
1998,Swedish Literature,2
1998,Sword and Sorcery,3
1998,Teachers,1
1998,Teaching,1
1998,Technical,1
1998,Technology,3
1998,Teen,24
1998,Textbooks,1
1998,The United States Of America,10
1998,Theatre,2
1998,Theology,6
1998,Thriller,65
1998,Time Travel,10
1998,Togo,1
1998,Transgender,2
1998,Travel,18
1998,True Crime,6
1998,Turkish,2
1998,Turkish Literature,3
1998,Unfinished,5
1998,Urban,3
1998,Urban Fantasy,17
1998,Urban Studies,1
1998,Vampires,10
1998,Victorian,5
1998,War,30
1998,Weird Fiction,2
1998,Werewolves,3
1998,Western Historical Romance,1
1998,Western Romance,2
1998,Westerns,7
1998,Wilderness,1
1998,Witches,2
1998,Wolves,1
1998,Womens,10
1998,Womens Fiction,4
1998,Womens Studies,2
1998,World History,4
1998,World War I,1
1998,World War II,8
1998,Writing,3
1998,Young Adult,87
1998,Young Adult Contemporary,3
1998,Young Adult Fantasy,5
1998,Young Adult Historical Fiction,1
1998,Young Adult Science Fiction,1
1998,Zen,2
1999,13th Century,1
1999,17th Century,4
1999,19th Century,16
1999,20th Century,17
1999,40k,2
1999,Abuse,7
1999,Academic,6
1999,Action,14
1999,Adoption,1
1999,Adult,109
1999,Adult Fiction,47
1999,Adventure,92
1999,Africa,9
1999,African American,6
1999,Aliens,2
1999,Alternate History,1
1999,Amazon,1
1999,American,26
1999,American Civil War,1
1999,American History,11
1999,American Revolution,1
1999,Ancient,1
1999,Ancient History,1
1999,Animal Fiction,4
1999,Animals,15
1999,Anime,4
1999,Anthologies,7
1999,Anthropology,3
1999,Anthropomorphic,1
1999,Anti Racist,1
1999,Apocalyptic,4
1999,Archaeology,1
1999,Architecture,1
1999,Art,9
1999,Art History,3
1999,Arthurian,2
1999,Asia,15
1999,Asian Literature,10
1999,Astronomy,3
1999,Audiobook,67
1999,Australia,9
1999,Autobiography,22
1999,BDSM,1
1999,Banned Books,1
1999,Belgian,1
1999,Belgium,1
1999,Biography,47
1999,Biography Memoir,34
1999,Biology,8
1999,Birds,1
1999,Boarding School,1
1999,Book Club,14
1999,Books About Books,1
1999,Brazil,1
1999,British Literature,33
1999,Buddhism,3
1999,Buffy The Vampire Slayer,1
1999,Buisness,2
1999,Business,14
1999,Canada,9
1999,Canadian Literature,3
1999,Catholic,2
1999,Chapter Books,5
1999,Chick Lit,42
1999,Childrens,67
1999,Childrens Classics,1
1999,China,9
1999,Chinese Literature,2
1999,Christian,24
1999,Christian Fantasy,1
1999,Christian Fiction,14
1999,Christian Historical Fiction,1
1999,Christian Living,5
1999,Christian Non Fiction,6
1999,Christian Romance,5
1999,Christianity,13
1999,Christmas,6
1999,Church,1
1999,Cities,1
1999,Civil War,1
1999,Class,1
1999,Classic Literature,2
1999,Classics,54
1999,Coding,1
1999,Collections,5
1999,College,3
1999,Comedy,17
1999,Comic Book,7
1999,Comic Fantasy,1
1999,Comics,19
1999,Comics Manga,5
1999,Coming Of Age,11
1999,Comix,2
1999,Communication,2
1999,Computer Science,4
1999,Computers,4
1999,Conspiracy Theories,2
1999,Contemporary,118
1999,Contemporary Romance,24
1999,Cookbooks,1
1999,Cooking,1
1999,Counselling,2
1999,Counter Culture,1
1999,Cozy Mystery,5
1999,Crafts,2
1999,Crime,63
1999,Cross Dressing,1
1999,Cultural,12
1999,Cultural Studies,2
1999,Cyberpunk,5
1999,Cycling,2
1999,Czech Literature,1
1999,Danish,1
1999,Dark,9
1999,Dark Fantasy,4
1999,Deception,1
1999,Denmark,1
1999,Design,1
1999,Detective,18
1999,Diary,4
1999,Dictionaries,1
1999,Disability,3
1999,Dogs,3
1999,Dragons,5
1999,Drama,29
1999,Dungeons and Dragons,1
1999,Dutch Literature,1
1999,Dystopia,12
1999,Eastern Philosophy,1
1999,Ecology,2
1999,Economics,10
1999,Education,7
1999,Egypt,3
1999,Egyptian Literature,1
1999,Engineering,3
1999,Entrepreneurship,1
1999,Environment,3
1999,Epic,12
1999,Epic Fantasy,18
1999,Erotic Romance,1
1999,Erotica,5
1999,Espionage,7
1999,Essays,11
1999,European History,2
1999,European Literature,1
1999,Evolution,6
1999,Fae,1
1999,Fairies,1
1999,Fairy Tale Retellings,2
1999,Fairy Tales,8
1999,Faith,10
1999,Family,17
1999,Fantasy,140
1999,Fashion,1
1999,Female Authors,2
1999,Feminism,10
1999,Fiction,392
1999,Film,1
1999,Finance,2
1999,Folk Tales,1
1999,Folklore,1
1999,Food,4
1999,Football,1
1999,Forgotten Realms,1
1999,France,16
1999,French Literature,7
1999,Futuristic,2
1999,Games,2
1999,Gaming,1
1999,Gardening,1
1999,Gay,5
1999,Gay Fiction,1
1999,Gender,1
1999,Gender Studies,1
1999,Genderqueer,1
1999,Genetics,1
1999,Geography,1
1999,German Literature,9
1999,Germany,5
1999,Ghosts,3
1999,Gothic,4
1999,Graphic Novels,18
1999,Graphic Novels Comics,7
1999,Graphic Novels Comics Manga,1
1999,Greece,2
1999,Greek Mythology,2
1999,Guides,1
1999,Hard Science Fiction,3
1999,Harlequin,1
1999,Health,4
1999,Heroic Fantasy,1
1999,High Fantasy,21
1999,High School,7
1999,Historical,98
1999,Historical Fantasy,1
1999,Historical Fiction,112
1999,Historical Mystery,5
1999,Historical Romance,18
1999,History,68
1999,History Of Medicine,1
1999,History and Politics,1
1999,Holiday,6
1999,Holocaust,4
1999,Homeschool,1
1999,Horror,32
1999,Horse Racing,2
1999,Horses,5
1999,Hugo Awards,1
1999,Humanities,1
1999,Humor,52
1999,Illness,1
1999,India,8
1999,Indian Literature,7
1999,Indonesian Literature,1
1999,Inspirational,22
1999,International Development,2
1999,Internet,1
1999,Iran,1
1999,Ireland,4
1999,Irish Literature,4
1999,Islam,2
1999,Israel,3
1999,Italian Literature,4
1999,Italy,7
1999,Japan,13
1999,Japanese History,2
1999,Japanese Literature,8
1999,Jewish,4
1999,Journal,1
1999,Journalism,2
1999,Judaism,4
1999,Juvenile,20
1999,Kids,2
1999,Komik,1
1999,LGBT,21
1999,Language,1
1999,Latin American,2
1999,Latin American Literature,2
1999,Law,5
1999,Lds,1
1999,Lds Fiction,1
1999,Leadership,4
1999,Legal Thriller,2
1999,Lesbian,6
1999,Lesbian Fiction,3
1999,Lesbian Romance,3
1999,Literary Criticism,3
1999,Literary Fiction,46
1999,Literature,83
1999,Love,3
1999,M M Romance,1
1999,Magic,30
1999,Magical Realism,7
1999,Management,3
1999,Manga,10
1999,Maritime,4
1999,Marriage,1
1999,Mathematics,5
1999,Media Tie In,13
1999,Medical,5
1999,Medicine,2
1999,Medieval,11
1999,Medieval History,2
1999,Medieval Romance,1
1999,Memoir,40
1999,Mental Health,8
1999,Mental Illness,5
1999,Metaphysics,4
1999,Microhistory,1
1999,Middle Grade,39
1999,Military Fiction,10
1999,Military History,6
1999,Military Science Fiction,1
1999,Modern,2
1999,Monsters,1
1999,Morocco,1
1999,Murder Mystery,8
1999,Music,4
1999,Music Biography,1
1999,Mystery,99
1999,Mystery Thriller,50
1999,Mysticism,1
1999,Mythology,11
1999,Natural History,3
1999,Nature,10
1999,Near Future,1
1999,New Adult,2
1999,New Age,5
1999,New York,6
1999,Nobel Prize,4
1999,Noir,4
1999,Nonfiction,134
1999,Novels,125
1999,Ornithology,1
1999,Outdoors,1
1999,Own,1
1999,Paranormal,22
1999,Paranormal Romance,3
1999,Parenting,7
1999,Personal Development,10
1999,Philosophy,35
1999,Physics,5
1999,Picture Books,8
1999,Pirates,2
1999,Plants,1
1999,Plays,3
1999,Poetry,16
1999,Poetry Plays,1
1999,Poland,2
1999,Police,5
1999,Polish Literature,2
1999,Political Science,3
1999,Politics,21
1999,Pop Culture,3
1999,Popular Science,8
1999,Portugal,1
1999,Portuguese Literature,1
1999,Post Apocalyptic,4
1999,Poverty,2
1999,Prehistoric,1
1999,Prehistory,1
1999,Princesses,1
1999,Programming,1
1999,Psychiatry,1
1999,Psychoanalysis,2
1999,Psychological Thriller,2
1999,Psychology,29
1999,Queer,14
1999,Quilting,1
1999,Race,3
1999,Read For School,14
1999,Realistic Fiction,17
1999,Reference,18
1999,Regency,5
1999,Regency Romance,4
1999,Relationships,7
1999,Religion,36
1999,Reportage,1
1999,Research,3
1999,Retellings,9
1999,Rock N Roll,1
1999,Role Playing Games,1
1999,Roman,13
1999,Romance,123
1999,Romantic Suspense,9
1999,Romanticism,1
1999,Russia,5
1999,Russian Literature,4
1999,Scandinavian Literature,3
1999,School,35
1999,Science,27
1999,Science Fiction,70
1999,Science Fiction Fantasy,53
1999,Science Nature,3
1999,Scotland,6
1999,Seinen,2
1999,Self Help,18
1999,Sewing,1
1999,Sexuality,2
1999,Shojo,5
1999,Shonen,1
1999,Short Stories,26
1999,Short Story Collection,1
1999,Soccer,1
1999,Social Change,1
1999,Social Issues,1
1999,Social Justice,2
1999,Social Science,6
1999,Society,1
1999,Sociology,13
1999,Software,1
1999,South Africa,1
1999,Southern,7
1999,Space,15
1999,Space Opera,11
1999,Spain,3
1999,Spanish History,1
1999,Spanish Literature,5
1999,Speculative Fiction,15
1999,Spirituality,30
1999,Sports,9
1999,Sports Romance,1
1999,Spy Thriller,1
1999,Star Wars,7
1999,Steampunk,1
1999,Storytime,2
1999,Supernatural,14
1999,Survival,5
1999,Suspense,50
1999,Sweden,1
1999,Swedish Literature,1
1999,Sword and Sorcery,3
1999,Teachers,2
1999,Teaching,4
1999,Technical,3
1999,Technology,5
1999,Teen,25
1999,Textbooks,6
1999,The United States Of America,7
1999,Theatre,2
1999,Theology,11
1999,Theory,5
1999,Thriller,74
1999,Time Travel,12
1999,Travel,10
1999,Travelogue,1
1999,True Crime,7
1999,True Story,3
1999,Turkish,2
1999,Turkish Literature,2
1999,Unfinished,9
1999,Unicorns,1
1999,United States,1
1999,Urban,1
1999,Urban Fantasy,16
1999,Urban Studies,1
1999,Vampires,6
1999,Victorian,1
1999,Video Games,1
1999,War,34
1999,Western Romance,2
1999,Westerns,4
1999,Womens,7
1999,Womens Fiction,11
1999,Womens Studies,2
1999,Words,1
1999,World History,4
1999,World Of Darkness,1
1999,World War II,10
1999,Writing,6
1999,Young Adult,99
1999,Young Adult Contemporary,2
1999,Young Adult Fantasy,10
1999,Young Adult Historical Fiction,1
1999,Zen,1
2000,14th Century,1
2000,16th Century,2
2000,18th Century,4
2000,19th Century,11
2000,1st Grade,2
2000,20th Century,11
2000,21st Century,6
2000,2nd Grade,1
2000,Abuse,4
2000,Academia,1
2000,Academic,1
2000,Action,12
2000,Activism,1
2000,Adoption,2
2000,Adult,108
2000,Adult Fiction,51
2000,Adventure,98
2000,Africa,6
2000,African American,11
2000,African American Literature,1
2000,African American Romance,1
2000,African Literature,1
2000,Alexandria,1
2000,Aliens,2
2000,Alternate History,3
2000,Alternative Medicine,1
2000,Amazon,2
2000,American,30
2000,American Civil War,1
2000,American Fiction,1
2000,American History,20
2000,American Revolution,3
2000,American Revolutionary War,3
2000,Americana,4
2000,Amish,2
2000,Amish Fiction,1
2000,Ancient,8
2000,Ancient History,7
2000,Animal Fiction,2
2000,Animals,17
2000,Anime,3
2000,Anthologies,9
2000,Anthropology,2
2000,Apocalyptic,4
2000,Architecture,1
2000,Art,8
2000,Art History,1
2000,Arthurian,5
2000,Artificial Intelligence,1
2000,Asia,16
2000,Asian Literature,8
2000,Astrology,1
2000,Astronomy,2
2000,Audiobook,75
2000,Australia,11
2000,Autobiography,24
2000,Aviation,1
2000,BDSM,3
2000,Bande Dessinée,7
2000,Banks,1
2000,Baseball,2
2000,Basketball,2
2000,Batman,2
2000,Battle Of Britain,1
2000,Beauty and The Beast,1
2000,Belgian,1
2000,Belgium,1
2000,Biblical Fiction,3
2000,Biography,74
2000,Biography Memoir,33
2000,Biology,3
2000,Boarding School,1
2000,Book Club,10
2000,Books About Books,3
2000,Brain,1
2000,British Literature,41
2000,Buddhism,6
2000,Buisness,3
2000,Burundi,1
2000,Business,13
2000,Canada,14
2000,Canadian Literature,5
2000,Cartoon,1
2000,Chapter Books,10
2000,Chick Lit,47
2000,Childrens,92
2000,China,7
2000,Christian,35
2000,Christian Fiction,14
2000,Christian Living,14
2000,Christian Non Fiction,12
2000,Christian Romance,3
2000,Christianity,25
2000,Christmas,4
2000,Church,2
2000,Civil War,4
2000,Class,1
2000,Classic Literature,6
2000,Classical Studies,3
2000,Classics,85
2000,Clean Romance,1
2000,Climate Change Fiction,1
2000,Climbing,1
2000,Collections,6
2000,College,4
2000,Comedy,18
2000,Comic Book,18
2000,Comic Fantasy,1
2000,Comic Strips,3
2000,Comics,38
2000,Comics Manga,11
2000,Coming Of Age,25
2000,Comix,8
2000,Computer Science,2
2000,Computers,2
2000,Conspiracy Theories,1
2000,Contemporary,155
2000,Contemporary Romance,23
2000,Cooking,3
2000,Counselling,1
2000,Counter Culture,1
2000,Counting,1
2000,Cozy Mystery,2
2000,Crafts,1
2000,Crime,58
2000,Culinary,2
2000,Cultural,14
2000,Cyberpunk,2
2000,Czech Literature,1
2000,Danish,3
2000,Dark,3
2000,Dark Fantasy,3
2000,Dc Comics,3
2000,Death,5
2000,Denmark,1
2000,Design,1
2000,Detective,18
2000,Diary,6
2000,Diets,1
2000,Divorce,1
2000,Dogs,2
2000,Dragonlance,1
2000,Dragons,12
2000,Drama,34
2000,Dungeons and Dragons,3
2000,Dutch Literature,2
2000,Dystopia,14
2000,Eastern Philosophy,2
2000,Ecology,3
2000,Economics,8
2000,Education,6
2000,Egypt,2
2000,Egyptian Literature,3
2000,English Literature,2
2000,Entrepreneurship,2
2000,Environment,5
2000,Epic,20
2000,Epic Fantasy,19
2000,Epic Poetry,1
2000,Erotic Romance,3
2000,Erotica,7
2000,Esoterica,1
2000,Esp,1
2000,Espionage,6
2000,Essays,10
2000,European History,5
2000,European Literature,1
2000,Evolution,2
2000,Fae,2
2000,Fairy Tale Retellings,3
2000,Fairy Tales,5
2000,Faith,21
2000,Family,33
2000,Fantasy,177
2000,Fantasy Romance,2
2000,Fashion,1
2000,Feminism,3
2000,Fiction,469
2000,Film,5
2000,Finance,3
2000,Finnish Literature,2
2000,Fitness,1
2000,Folk Tales,1
2000,Folklore,2
2000,Food,6
2000,Food and Drink,1
2000,Foodie,2
2000,Football,2
2000,Forgotten Realms,2
2000,France,25
2000,French Literature,8
2000,Futuristic,4
2000,Gaming,1
2000,Gay,2
2000,Gay Fiction,1
2000,Gender,1
2000,Georgian,1
2000,German Literature,9
2000,Germany,7
2000,Ghost Stories,2
2000,Ghosts,7
2000,Gothic,6
2000,Government,1
2000,Grad School,2
2000,Graphic Novels,39
2000,Graphic Novels Comics,23
2000,Graphic Novels Manga,1
2000,Greece,9
2000,Greek Mythology,1
2000,Hard Boiled,1
2000,Hard Science Fiction,5
2000,Harlequin,1
2000,Health,7
2000,Heroic Fantasy,1
2000,High Fantasy,31
2000,High School,13
2000,Hinduism,3
2000,Historical,128
2000,Historical Fantasy,4
2000,Historical Fiction,137
2000,Historical Mystery,4
2000,Historical Romance,21
2000,History,79
2000,History Of Science,1
2000,Holiday,2
2000,Holocaust,3
2000,Horror,31
2000,Horses,2
2000,How To,3
2000,Humanities,1
2000,Humor,69
2000,India,15
2000,Indian Literature,6
2000,Indonesian Literature,5
2000,Information Science,1
2000,Inspirational,16
2000,International Relations,1
2000,Iran,2
2000,Ireland,6
2000,Irish Literature,6
2000,Islam,5
2000,Israel,2
2000,Italian Literature,1
2000,Italy,6
2000,Ivory Coast,1
2000,Japan,10
2000,Japanese History,1
2000,Japanese Literature,6
2000,Jazz,1
2000,Jewish,6
2000,Josei,2
2000,Journal,1
2000,Journalism,3
2000,Judaica,1
2000,Judaism,3
2000,Juvenile,34
2000,Kids,9
2000,Komik,1
2000,LGBT,10
2000,Latin American,2
2000,Latin American Literature,1
2000,Law,2
2000,Lds,3
2000,Lds Fiction,1
2000,Lds Non Fiction,2
2000,Leadership,10
2000,Lebanon,2
2000,Legal Thriller,1
2000,Liberia,1
2000,Library Science,1
2000,Literary Criticism,1
2000,Literary Fiction,49
2000,Literature,105
2000,Love,8
2000,Love Story,1
2000,M F Romance,3
2000,M M F,1
2000,M M Romance,2
2000,Magic,40
2000,Magical Realism,14
2000,Magick,1
2000,Management,3
2000,Manga,18
2000,Maritime,1
2000,Marriage,3
2000,Martial Arts,1
2000,Marvel,1
2000,Mathematics,2
2000,Media Tie In,10
2000,Medical,3
2000,Medicine,5
2000,Medieval,16
2000,Medieval Romance,3
2000,Memoir,42
2000,Menage,1
2000,Mental Health,4
2000,Mental Illness,7
2000,Metaphysics,1
2000,Middle Grade,79
2000,Military Fiction,12
2000,Military History,4
2000,Modern,2
2000,Money,3
2000,Mormonism,1
2000,Mountaineering,1
2000,Murder Mystery,5
2000,Music,8
2000,Mystery,105
2000,Mystery Thriller,44
2000,Mysticism,1
2000,Mythology,27
2000,Native Americans,1
2000,Natural History,1
2000,Nature,7
2000,Neuroscience,1
2000,New Weird,1
2000,New York,3
2000,Nobel Prize,3
2000,Noir,2
2000,Nonfiction,166
2000,Nordic Noir,2
2000,Novella,3
2000,Novels,141
2000,Number,1
2000,Nutrition,1
2000,Occult,1
2000,Old Testament,1
2000,Own,1
2000,Pakistan,1
2000,Paranormal,33
2000,Paranormal Mystery,1
2000,Paranormal Romance,9
2000,Parenting,5
2000,Personal Development,11
2000,Personal Finance,2
2000,Philosophy,62
2000,Photography,2
2000,Physics,4
